text,text_type,source,author
"cowo di ig jg apaan si masih usaha bahas topik news pemerintahan, aku udh bilang ga relate klo ngajakin aku bahas yg begituan mulu apalagi politik. maless aku bukan yg sukaa peduli sama masalah ituu. dan plis berenti cuman bisa nanyai ""how's ur day"" basii taik bikin badmood",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"nih kirim ke GC itu. Meskipun itu kebijakan Menteri, bodoh rasanya jika Presiden tidak sinkron Peraturan Presiden tentang Perubahan atas Peraturan Presiden Nomor 87 Tahun 2014 tentang Peraturan Pelaksanaan UU Nomor 12 Tahun 2011 tentang Pembentukan Peraturan Perundang-undangan",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Yah presiden kan naik karena jargon, pencitraan dan janji kampanye. Bukan karena prestasi, skill dlllllll",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"China itu berideologi komunis tdk mengenal azas kemanusiaan, hukuman mati pelanggaran ham bertentangan dgn sila ke-2 Pancasila, knp tdk didorong fungsi pencegahan, dulu jkw-jk dlm seleksi menteri melibatkan KPK &amp; PPATK kenapa konsep yg efektif menekan korupsi itu tdk dilanjutkan.",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
Menteri Koperasi (Menkop) Budi Arie Setiadi menyatakan selama 100 hari kerja dalam Kabinet Merah Putih dirinya berfokus untuk meningkatkan kepercayaan masyarakat sehingga mau berkoperasi. Sumber:,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
Coba tiru Presiden Trump. Hari2 pertama jadi Presiden langsung keluarkan executive order hampir 100. Lah yang ini sudah Presiden 100+ hari Masih bengong.,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Nonton bareng seru bersama Kabinet Merah Putih, dukung penuh film animasi Indonesia! 🇮🇩🔥",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Sukses Terus Pak Presiden Republik Indonesia,,menyambut 100 Hari Kinerja pemerintahan President Prabowo. Sukses selalu.. # Desa terdepan untuk Indonesia Hari Kerja Nyata",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"dan mereka para boomers sma pendukungnya tetep bilang, kebijakan yg dibuat juga ga ngaruh ke kita, trs kalo dollar naik emg kita mau beli juga?, biar diurus pemerintah la, meanwhile pemerintahan aja mau wassalam🗿🗿",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Wkwkwk... Padahal masyarakat lagi menikmati harga pokok stabil, bantuan pupuk &amp; obat²an untuk petani. Ini kok yang di X ribut sendiri, aneh. 😂",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Buzer Zionis Jadi Komisaris BUMN ? Mana Komitmen Prabowo Terhadap Palestina ? Ekonomi Carut marut, PHK Dimana mana, Korupsi Ribuan Triliun, Judol makin gila, PIK, Rempang Tak kunjung usai, LALU PRABOWO ANGKAT JANDA JADI KOMISARIS? WOWW !! __",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
Capai kesejahteraan maksimal selama Ramadan dan Idul Fitri dengan stimulus Prabowo,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
Presiden Prabowo Perkuat Ekonomi dengan Mempertemukan Pengusaha Indonesia dan Ray Dalio,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Dalam masa 100 hari kerja Kabinet Merah Putih, WIKA berhasil selesaikan dan operasikan Sistem Penyediaan Air Minum (SPAM) Regional Jatiluhur 1. Proyek strategis ini bertujuan memenuhi kebutuhan air bersih di wilayah Jabodetabek dan Jawa Barat. (cont)",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"kayak soal kabinet gemuk, doi sering ngetweet toxic positivity subtly ngeyakinin followersnya PS bakal cepet reshuffle orang2nga jkw. Optimis bgt PS do something yg berlawanan sama jkw, padahal faktanya sama buruknya kan 100 hari ini. Jadi toleransinya buat PS masih tinggi.",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Halo Genap 100 hari kerja Menteri ATR/Kepala BPN, Nusron Wahid bersama Wamen ATR/Waka BPN, Ossy Dermawan setelah dilantik dalam Kabinet Merah Putih oleh Presiden Prabowo Subianto. Simak pada infografis berikut ya, Sob☝🏼",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"tujuannya agar rakyat menghmaburkan uangnya selama liburan dan itu dijadikan ukuran pemerintah mengklaim perputaran ekonomi negara baik"" saja.",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"- RUU TNI cuma memperpanjang masa pensiun? lah yang bisa mengisi pemerintahan itu apa? cari kerja susah, malah mereka dibolehin double job? - MBG juga ga bergizi amat, mending ortunya aja dikasih lapangan pekerjaan biar bs beli MAKANAN BERGIZI buat anak",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Hal yg paling pick me adalah ketika ada masalah pemerintahan dengan bangganya bilang ""bahagia sekali karena bukan voters no 2"". Biar dibilang apa si? Penyelamat negara gitu?",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Ga cuma dia aja sih, semua yg di pemerintahan sekarang apalagi yg omongannya blunder jelek pengen kupukul 😭😭😭",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
Gen ask. pak prabowo instruksi gini tuh ada ngasih bantuan atau at least financial plan buat gojek kah? Atau tangan besi ajaa instruksi mutlak?,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Hukum Mati Pengkhianat, Perusak, Pemalsu ijazah &amp; identitas, Korup edan ribuan triliun, terkorup didunia versi OCCRO. Bapak Presiden Yth, 99,99% masalah negeri hancur berasal dari kasus korupsi edan, mhn tegaslah kpd koruptor.",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Teknologi fleksibel dari Telkom Indonesia mendukung kemajuan UKM, didukung Presiden Prabowo.",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Presiden biasanya takut dgn realitas. coba aja bayangkan anda jadi presiden ketika membaca berita:- isinya carut marut pemerintahan,ketimpangan, korup, program tidak berjalan, dll. nanti akan sampai pd kesimpulan ""sebenernya saya tidak layak jadi presiden, rezim gagal"" 😹.",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
Dari pada dipaksain mending lu pada berhenti dah Lu kasih aja bantuan ke ortu murid kurang mampu. Jgn dzolim kek jokowi.,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Menteri Badan Usaha Milik Negara (BUMN) Erick Thohir menjadi menteri dengan kinerja terbaik di 100 hari pertama pemerintahan Kabinet Merah Putih, menurut hasil survei terbaru",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Kebijakan ekonomi pemerintah maupun global sekarang lagi acak adut, akhir-akhir ini aja udah 2x ihsg anjlok. Gak nutup kemungkinan pemerintah bikin kebijakan ngaco lagi. Makanya pada naro di emas.",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
100 hari kinerja presiden Indonesiaku,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Sudah menjadi tradisi pemerintah memuji diri sendiri tanpa bekerja. Ekonomi dibuat buruk hingga orang mudik berkurang, otomatis kecelakaan berkurang. Ujung-ujungnya membanggakan ""prestasi"" pemerintah karena kecelakaan berkurang. Dasar negara bobrok.",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Kupikir pembentukan Koperasi yg penting &amp; mendesak adalah : - Sosialisasi - Edukasi, &amp; - Arahan Pemerintah yg benar &amp; baik. Modal (finansial) perlu, namun yg sangat penting adalah pemahaman atas semangat kebersamaan hakekad ""institusi ekonomi"" (Koperasi) bagi rakyat/masyarakat.",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Tapi nanti kata prabowo, org desa gak pake dollar, gk pake uero, gak pake yen. Yg penting MBG jalan, ada dana buat danantara udah Indonesia terang benderang 🥲",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
Pemerintah berkomitmen kuat untuk mewujudkan swasembada pangan sebagai langkah strategis dalam menjaga ketahanan pangan nasional dan mendukung kemandirian ekonomi.,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Presiden Prabowo persiapkan langkah kuat: mitra dagang bertambah, hilirisasi SDA berjalan, konsumsi domestik semakin tangguh",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Prabowo siap bersaing lewat tiga inisiatif ekonomi: ulang kerja dagang, hilirisasi SDA, dan konsumsi domestik diprioritaskan hadapi tarif impor",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Ini bukan solusi cerdas,tp malah menguntungkan Amerika,seharusnya memperkecil import,pindahkan ke negara lain,kenakan pajak import 50% ke barang Amerika yg masuk ke RI.",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
Prabowo: Program 3 Juta Rumah jadi solusi hunian di area rawan banjir,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
100 hari kabinet Prabowo gak ada yg signifikan.. malah kepercayaan rakyat turun.,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Betul pak presiden saya pikir kebijakan tarif hanya merepotkan tapi tidak meruntuhkan ekonomi kita, justru 1)koruptor, 2) preman berbaju Ormas dan 3) kepastian hukum, yang bisa meluluhlantakkan ekonomi kita",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Luhut: ""Kami bisa menjadikanmu Presiden, menjadikan persentase 01 &amp; 03 lebih kecil. Tapi dengan satu syarat"" Prabowo: ""Betulkah? Apa itu?"" Luhut: ""Luncurkan Danantara pada hari ke-100 kepemimpinanmu. Imbalannya, tentu kami akan menutupi bukti kejahatanmu juga.""",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Ketika banjir jadi masalah, Program 3 Juta Rumah dari Prabowo hadir dengan solusi relokasi yang terencana",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Mana mungkin Bu, kita semua tau mereka merekalah yang mampu menentukan hukum di Indonesia ini. Saya yakin, presiden sekalipun ga akan mampu ngurusin itu semua. Terlalu banyak yang korup pejabat pemerintahan kita, atau bahkan semuanya?",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Ada slh stu pengamat politik kt kakakku klo g slh mardigu. dia kn pro RUU TNI, krn dia liat prabowo ini lg bangun org” yg bsa berdiri tpt dibelakngnya. jd amit” nnt klo si itu (rejim sblmny) ada rencana kdeta, si prabski ini pnya massa. masalahx tindak represif it yg bikin resah",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Wowo be like : apapun masalahnya, solusinya makan siang gratis",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
Stimulus ekonomi dari Prabowo bikin kita fokus Ramadan hingga Idul Fitri,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"✨ Salam dan berkah Ramadan dari Pak Prabowo! ✨ Om Dewan Habiburokhman dan Bang Adnan Taufiq turun langsung ke Kel. Utan Kayu Utara, Kec. Matraman untuk menyalurkan ratusan bantuan bahan pokok bagi warga. Kepedulian dan semangat berbagi terus digaungkan demi kesejahteraan masyarakat. 🤲🏼🌙",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
Nikmati Ramadan dengan tenang lewat stimulus Prabowo yang bantu lancarkan persiapan Idul Fitri,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
segera proses pak kecuali demi kepastian hukum di negara ini.,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Isu keretakan tak terbukti... Lalu ""apakah Prabowo ingin lepas dari bayang² Jokowi?"" Langkah Presiden Prabowo bertemu Megawati patut diapresiasi, selain menjadi penyejuk atmosfer di ruang publik, juga bisa menjaga stabilitas pemerintahan saat ini.",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Thn 98 pak harto turun dan pak Habibi naik sementara, kemudian diadakan pilpres. Karena pemerintahan sekarang terkesan aji mumpung bukan? Terkesan menang2an. Prabowo mengakui bahwa tanpa bantuan jokowi prabowo tdk akan jadi paresiden, jadi jgn berharap prabowo akan adili jokowi",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
Jika memang presiden ingin memberantas korupsi namum MENDAPAT TANTANGAN BESAR DARI KORUPTOR...sampaikan kepada rakyat dan minta dukungan penuh kepada rakyat...PASTI RAKYAT AKAN DUKUNG !!. Siapapun PELAKUNYA biar disikat dan dihabisi. JANGAN DIAM PAK...sampaikan terbuka,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Di mana posisi Indonesia diantara perang raksasa ekonomi dunia ? Posisi Indonesia Duduk Rapat cari solusi yg tak ada habisnya Note: Indonesia tdk akan mampu Mengikuti Cara Negara China, US dll. Sebab Pemerintah Indonesia Hanya Mampu Mendesak Rakyatnya Agar Bayar Pajak",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"ingat juga, prabowo bisa jadi presiden skrg kan karena dapat bantuan dari yg kalian pilih di tahun 2019. gausah sok suci lah 🤣",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"what if fufufafa itu Gibran dari masa depan saat Indonesia pemerintahan nya sudah kacau secara total, jadi nanti di masa depan, Gibran mulai kontra sama rencana prabowo, terus dia di turunin dari Pemerintahan terus diapin peti mati buat dia di eksekusi tembak",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Kalau tertawan, lawan jadi kawan..",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Gebrakan Prabowo ekonomi makin ngeri: mitra dagang lebih luas, SDA lebih mempesona, dan konsumsi dalam negeri jadi jagoan buat tarif AS",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Langsung aja buat peraturan uu, prabowo presiden 2029.... mumpung lagi berkuasakan. Enggak usah pakai etika. Nanti prabowo maki: Ndasmu",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"dalam negeri saja belum tampak beres, tetapi tidak bakal krisis politik, krisis ekonomi Prabowo diplomasi ke luar negeri kesannya tidak bakal nash bargaining, tetapi cenderung Rubinstein bargaining begitu ?",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
Stimulus ekonomi Prabowo bikin Ramadan dan Idul Fitri jadi lebih aman,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
Simple sebenarnya Jikalau Presiden Memenuhi Tuntutan Mahasiswa dan rakyat Indonesia maka Janji - janji Kampanye yang susah untuk diwujudkan akan di maklumi dan rayat akan sabar menunggu prosesnya Insya Allah,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
Padahal udah 5 tahun dalem kabinet juga presiden yang sekarang. Apalagi jargonnya keberlanjutan yang udah 10 tahun. Giliran begini alasannya baru 100 hari. Emang bodoh kali,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
Apa? MAKAN SIANG GRATIS? prettt wkwkw senjata apaan wkwkwk,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
Ini 100 hari jd presiden udh makan korban jiwa ndut,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Pak Presiden Kami mohon bantuan. *TPP EX Caleg dipaksa mundur per 1 Maret 2025 , kalau mau gaji Januari - Februari 2025 dibayarkan*",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Dari era jokowi hingga prabowo, penyakitnya selalu sama “Komunikasi Pemerintahan”",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Kepuasan Publik Tembus 80,9% Stabilitas Politik Jadi Kunci Sukses 100 Hari Prabowo-Gibran",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Pengelolaan kota yg bener. Dibagi distrik industri (pantura), pertanian (Banyumasan), pemerintahan (Surakarta), bisnis (Semarang), pendidikan budaya &amp; pariwisata (Yogyakarta).",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
kayaknya di kepemimpinan angka kekerasan thd kebebasan berbicara &amp; berserikat sangat tinggi. Pola orde baru sdh mulai dihidupkan kembali.,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
Dukungan Telkom Indonesia dlm peresmian 17 stadion standar FIFA oleh Presiden Prabowo Subianto,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Kalau tidak ditembak mati, tidak ada contoh serius.Hukum itu disusun &amp; dibuat untuk diterapkan,bukan sebagai kitab yang hanya dibacakan di pengadilan. Hanya jalan ambil nyawa para maling uang negara, kesejahteraan rakyat &amp; negara jadi makmur akan tercipta.",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"SobaTani, tanggal 28 Januari 2025 adalah peringatan 100 hari masa kerja Kabinet Merah Putih! Apa saja capaian 100 Hari Kabinet Merah Putih? Cek video lengkapnya ya~ ✨",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"mana 19 juta lapangan pekerjaan dan 300 fk di seluruh indonesia itu??? 100 hari pertama kerja yang dilakukan baru proker MBG yang tidak G itu, yang RAB nya jelek &amp; efisiensi anggaran. pusing nyari anggaran tapi kok malah bikin kabinet makin gendut☄🔥 omon-omon-omon-omon-omon.",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
Tadi bersama keluarga besar KAHMI kami berdiskusi bagaimana melihat Indonesia lima tahun ke depan setelah 100 hari kerja Kabinet Merah Putih.,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Presiden RI Jenderal TNI (Purn.) H. Prabowo Subianto memberikan apresiasi kepada Kapolri Jenderal Polisi Drs. Listyo Sigit Prabowo, Menteri Perhubungan Dudy Purwagandhi, dan Panglima TNI Jenderal TNI H. Agus Subiyanto, S.E.,",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Pa ekonomi semua lagi pada turun, sedangkan bapa mau ketatin pajak dengan kondisi rakyat kecil yang seperti ini pa?, semua orang banyak yang di PHK UMKM pada ngeluh sepi karna pembeli nya gak tau kemana, perputaran nya gak normal dibawah, coba deh pa lebihterjun kebawah",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
Saya memohon dengan sangat kepada Bapak Presiden untuk dapat memastikan proses pengadilan yang dijalani Tom Lembong berjalan tanpa intervensi pihak manapun terhadap para hakim.,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
Seperti yg sudah diprediksikan oleh banyak pengamat aplikator tidak akan melaksanakannya walau nanti ada aturan dr pemerintah sebaiknya pemerintah dapat mengawasi ini,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
Gimana gak banjir kalau begini??,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Pro tkdn lha, adanya tkdn bisa maksa investor buat komitmen jualan di sini Buka lapangan lerja baru juga emang pemerintah bisa di andelin buka lapangan kerja? Ngga",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
rate kualitas tanggapan prabowo tentang isu terkini dari 1-10,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Setelah gua pikir-pikir Kabinet Merah Putih itu isinya mayoritas manchild yang dikit-dikit baper, tantrum, kebijakannya berdasarkan cemburu-cemburuan aja ya. Kayk anak kecil gak dikasih mainan terus giliran dapet mainannya langsung sok-sokan",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
.. kita SANGAT SETUJU DAN MENDUKUNG SEPENUHNYA dengan gebrakan Presiden yang melakukan 'bersih-bersih'.. 👍🏼. Tapi kita harapkan bersih² itu tidak dilatarbelakangi kepentingan politik dan tanpa pandang bulu. cc:,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"MEMANG KACAU MENTAL2 PEJABAT DI NEGERI INI... TUGU PENYU DARI KARDUS SEHARGA 15 MILYAR... SUDAH GILA PEJABAT PEMDA SUKABUMI!!. KALAU TAK ADA HUKUMAN MATI UNTUK KORUPTOR, KORUPSI GAK AKAN HABIS.. MALAH TAMBAH GILA!",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"100 hari kerja presiden Prabowo, membangun Indonesia yang lebih maju",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
Bila Presiden Prabowo tidak hanya omon-omon saja para-para pelaku korupsi dengan mudah bisa ditindak sesuai hukum dan hartanya dikembalikan kepada negara,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"video hoax yg tidak jelas : yg sedang bicara tidak jelas, yg diajak bicara juga tidak jelas,.",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
ndut liat udh di guardian ndut reputasi kepemimpinan dan rezim lu sangat buruk di mata semua orang ndut,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Presiden Prabowo baru menjabat 100 hari lebih, eh ini udah mikir periode ke 2, makan tuh joget oke gas oke gas 😂",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Ayo pak, ini sudah mengarah ke banyak penjuru budidaya, kita digempur dan berjuang sendiri, pemerintah selama ini hanya gencar dengan pajak, tp tidak gencar dalam memudahkan rakyat, semoga bapak bisa memberikan solusi, (Hukum mati para korupsi)",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"""Pemerintah wajib buka lapangan kerja"" Lapangan kerja justru bisa ada kalau pemerintah dan negara lepas tangan dari pasar dan ekonomi, disediakan pelaku ekonomi dan swasta, bukan malah merusak pasar dgn mengada-adakan lapangan kerja. Ini pemikiran yg menyerupai Keynesianisme...",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Sudah Lewat 100 Hari, Program Prioritas Presiden Prabowo Konsisten Sesuai Pidato Perdananya",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Kami rakyat Indonesia sudah tidak punya rasa percaya sekecil apapun terhadap pemerintahan Indonesia saat ini. Kemarin kami percaya bahkan mendukung 02 sepenuhnya tapi setelah duduk disinggasana kekuasaan arah kebijakannya tidak pro rakyat, sebagai rakyat kami hilang respect.",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
Iya tuh bos dahnil tolong tegur dengan keras menteri-menteri peninggalan Jokowi sengaja buat gaduh supaya Gibran cepat naik jadi presiden. Makanya Prabowo perlu Bu Megawati supaya mengawal pemerintahan Prabowo sampai 2029. Bos jangan dibiarkan anak buah Jokowi bikin blunder lagi,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Sdh 100 hari lebih , baru dalam tahap evaluasi hal paling dasar .. Koordinasi komunikasi antar kabinet.. LPG hal yang menyangkut hajat hidup orang banyak tidak dimasukkan dalam rapat kabinet ?",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
Iya makanya survei hasilnya kepuasan 80% kinerja 100 hari presiden wapres,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"coba sebutkan apa sistem ekonomi, pemerintahan &amp; kurikulum pendidikan yang terbaik bagi Indonesia untuk mengejar ketertinggalan dari negara - negara maju &amp; sejahtera ?",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
Presiden Prabowo dan Ray Dalio dari dunia ekonomi membahas langkah konkrit untuk Ekonomi Kokoh dan sinergi usaha,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
kalau bisa mengalihkan dr isu yg lagi hot mungkin saja layak dpt rewards 👍,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"PMI ilegal, begitu kena batunya minta bantuan pemerintah... 🤣🤣 pemerintahnya goblok lagi... senengnya pencitraan..",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
Solusi hunian aman dari banjir kini lebih dekat dengan program Prabowo,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Kita smua ini sering dibodohi sm pemimpin negeri, pejabat2 makin sukses kaya raya, kolusi, korupsi, nepotisme, mafia2 disegala lini makin menjadi2. POLITIK GENTONG BABI.!! Terafiliasi dgn Pimpinan Pusat yg kotor.! Saatnya REVOLUSI, GULUNG PEMERINTAHAN PRABOWO - JOKOWI !!",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"program efisiensi Prabowo hanya berlaku di pemerintahan tetapi tidak berlaku kepadanya sendiri,apa pendapatmu tentang pemborosan ini?",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
100 Hari Kabinet Merah Putih.,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Saya yakin Pak tidak butuh dia, Karena Pak bisa lakukan sendiri dari hasil evaluasi kinerja Menteri. Saya menunggu Pak melakukan Manuver yg signifikan karena hari ke hari kinerja Presiden diawasi Rakyat dan diharapkan membawa Perubahan yg Baik.",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
Berikut capaian keberhasilan 100 hari kabinet merah putih di bawah kepemimpinan bapak prabowo,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"(Random) sungguh pelik masalah rencana evakuasi 1000 orang Gazan yang menderita luka parah, sakit, butuh pengobatan segera ini ke indonesia Jujur, sejak kebohongan terang2an kampanye kapal rumah sakit ke Gaza, sulit sekali obyektif ke pemerintahan sendiri Jika Qatar atau…",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
Orang-orang Melayu di Thailand Selatan berontak bukan tanpa sebab. Mereka ini tertindas: - Kemiskinan dan pengangguran disana tinggi - Pemerintah Thai mengirim transmigran kesana - Lalu mereka dipaksa ikut budaya Thai dan berbahasa Thai.,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
Semangat Ramadan makin terasa dengan stimulus ekonomi Prabowo yang dukung kesejahteraan,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Woi danantara-danantara be, investasi lah ini itu rencana segala, MELEK depan mata itu banjir separah itu dampaknya, skala prioritasnya gimanasi, plus minusnya dah dipikirin belum?! Adil dong jangan haus kekuasaan ngenyangin sekelompok doang",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
",apa saja kasus hukum yang sementara dihadapi si Dahnil ini?",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"good job Pak Prabowo, solusi MBG bantu daya beli rakyat naik",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
Cc tolong di basmi ini sampah ..ini negara hukum kan?ada polisi nya kan?,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
Kenapa sih orang orang dibanding ngeritik pemerintah soal pendidikan dan ekonomi malah ngeritik sender.padahal secara bahasa dan kebudayaan bukanya kalian lebih dekat dengan sender?. Masalah palestina ribet asli.dia wni saudara kalian juga,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Yth Presiden Indonesia, Kondisi seperti inikah yg anda harapkan? Bukannya segera loloskan &amp; sahkan UU Perampasan Aset dan Miskinkan Koruptor malah Aset Vital Rakyat yg hanya buat cari makan yg disita. Rakyat ga bisa bayar pajak motor krn banyak PHK yg buat Ekonomi mereka sulit.",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Guys pilih presiden jangan dimain2in ya, ini baru 100 hari terasa lama kali,",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Rakyat tagih janji Presiden katanya ingin melakukan tindakan keras thdp koruptor ternyata Si Jokowi, Erick &amp; Boy Tohir msh bebas berkeliaran !!!",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Pada hari Selasa 11 Februari 2025 Jam 16.00 Wib, Aipda Boyke Simarmata melaksanakan peninjauan dan pengecekan ketahanan pangan Kolam Ikan Nila di Jln.Parangtritis lX RW 11 Kel Ancol. Kegiatan tersebut dalam rangka Mendukung Program 100 Hari Presiden RI tentang Ketahanan Pangan.",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"164 HARI PRESIDEN RI Jokowi itu orang biasa,tdk kebal hukum,terkorup dunia oleh OCCRP. PENEGAK HUKUM / YG NORMAL, NKRI NEGARA HUKUM 👇 &gt; ADILI JOKOWI AGAR NEGARA LUAR TDK RAGU JADI INVESTOR DI INDONESIA.",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Mahasiswa akan di peralat untuk menggoyang rezim Prabowo-Gibran. Mengapa mereka ngamuk dg dibongkarnya mafia migas? Karena cuannya sangat amat besar, bahkan mampu untuk membeli satu negara di asia tenggara. Jgn heran salah sy org akan di jadikan boneka",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Beban berkurang, produktivitas meningkat! Diskon tarif listrik bantu UMKM dan keluarga bangkit bersama. 📉⚙️",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
Stimulus ekonomi Prabowo hadirkan Ramadan dan Lebaran tanpa drama finansial,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
